"form","state","region","female","age","class","OCCUPATION1","OCCUPATION2","OCCUPATION3","black","size","education","AGE_3WAY","AGE40","OCC8","prof","REGION4","EDU_RECODE","VOTE_PRO","VOTE_RETRO","PHONE_RECODE","CAR_RECODE","ballot","Q1","Q2","Q3","Q4A","Q4B","Q4C","Q5A","Q5B","farm","SIZE3","urban","StPOAbrv","SOUTH11","SOUTH11xBLACK","SOUTH12","SOUTH12xBLACK","south","SOUTHxBLACK","year","WtPubFeas","WtVotFeas"
,"New Jersey","Middle Atlantic","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Hoover",,,53,"No","Yes","Yes","Landon","Landon","Neither","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","nj","Non-South",,"Non-South",,"Non-South",,1936,,
,"New York","Middle Atlantic","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Hoover",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ny","Non-South",,"Non-South",,"Non-South",,1936,,
,"New York","Middle Atlantic","Male","35-44 yrs","Av","Professiol",,,,"Urban",,,,"Professional","Professional","Northeast",,"Landon","Hoover",,,53,"No","Yes","Yes","Roosevelt","Landon","Roosevelt","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ny","Non-South",,"Non-South",,"Non-South",,1936,,
,"West Virginia","Middle Atlantic","Male","35-44 yrs","Av+","Business",,,,"Urban",,,,"Professional","Professional","Northeast",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Neither","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","wv","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Jersey","Middle Atlantic","Male","35-44 yrs","Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Hoover",,,53,,"Yes","Yes","Landon","Landon","Roosevelt","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","nj","Non-South",,"Non-South",,"Non-South",,1936,,
,"New York","Middle Atlantic","Male","35-44 yrs","Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","ny","Non-South",,"Non-South",,"Non-South",,1936,,
,"Pennsylvania","Middle Atlantic","Male","35-44 yrs","Av+","Professiol",,,,"Urban",,,,"Professional","Professional","Northeast",,"Landon","Hoover",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Landon","Landon","Yes, voted for Hoover","Non-Farm","Urban","Urban","pa","Non-South",,"Non-South",,"Non-South",,1936,,
,"Nevada","Rocky Mountain","Male","45-54 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","West",,"Landon","fdr",,,53,"No","No","No","Roosevelt","Roosevelt","Roosevelt","Landon","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","nv","Non-South",,"Non-South",,"Non-South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","Av+","Professiol",,,,"Small town",,,,"Professional","Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Mississippi","South and Southwest","Male","25-34 yrs","Av+","Professiol",,,,"Farm",,,,"Professional","Professional","South",,"fdr","fdr",,,53,"No","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ms","South",,"South",,"South",,1936,,
,"Mississippi","South and Southwest","Male","45-54 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ms","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","35-44 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Female","55 yrs and over","P or P+","Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","45-54 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","45-54 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Tennessee","South and Southwest","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"No","Yes","No","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tn","South",,"South",,"South",,1936,,
,"Michigan","East Central","Male","55 yrs and over","Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","mi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Ohio","East Central","Male","55 yrs and over","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","oh","Non-South",,"Non-South",,"Non-South",,1936,,
,"Indiana","East Central","Female","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","in","Non-South",,"Non-South",,"Non-South",,1936,,
,"Oregon","Pacific Coast","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","No","Roosevelt","Roosevelt","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","or","Non-South",,"Non-South",,"Non-South",,1936,,
,"Oregon","Pacific Coast","Male","55 yrs and over","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","or","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"No","No","No","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"Florida","South and Southwest","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","South",,"Landon","Did not vote",,,53,,"No","No","Landon","Landon","Roosevelt","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","fl","South",,"South",,"South",,1936,,
,"Kansas","West Central","Male","45-54 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,,"Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","ks","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","25-34 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Roosevelt","Landon","Landon","No","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Kansas","West Central","Male","55 yrs and over","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Roosevelt","Landon","Landon","No","Non-Farm","Urban","Urban","ks","Non-South",,"Non-South",,"Non-South",,1936,,
,"Kansas","West Central","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"No",,"No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ks","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","25-34 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"No","Yes","No","Landon","Roosevelt","Neither","Landon","No","Non-Farm","Urban","Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","55 yrs and over","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Missouri","West Central","Male","55 yrs and over","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Neither","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","mo","Non-South",,"Non-South",,"Non-South",,1936,,
,"Illinois","East Central","Male",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","il","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"Landon","fdr",,,53,"No","No","No","Landon","Landon","Neither","Landon","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Indiana","East Central","Male",,"Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes",,"No","Landon","Landon","Landon","Landon","No","Farm","Farm","Non-Urban","in","Non-South",,"Non-South",,"Non-South",,1936,,
,"Michigan","East Central","Male","25-34 yrs","Av","Business",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","No","No","Roosevelt","Roosevelt","Neither","Landon","No","Non-Farm","Urban","Urban","mi","Non-South",,"Non-South",,"Non-South",,1936,,
,"Illinois","East Central","Male","25-34 yrs","Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Both candidates","Landon","No","Non-Farm","Urban","Urban","il","Non-South",,"Non-South",,"Non-South",,1936,,
,"Ohio","East Central","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Midwest",,"Landon","Did not vote",,,53,"No","No","No","Landon","Landon","Both candidates","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","oh","Non-South",,"Non-South",,"Non-South",,1936,,
,"Indiana","East Central","Female",,"Av","Business",,,,"Urban",,,,"Professional","Professional","Midwest",,"Landon","Did not vote",,,53,"No","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","in","Non-South",,"Non-South",,"Non-South",,1936,,
,"Illinois","East Central","Female","25-34 yrs","Av+","Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,,53,,"No","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","il","Non-South",,"Non-South",,"Non-South",,1936,,
,"Illinois","East Central","Male","45-54 yrs","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","Midwest",,"Landon","Did not vote",,,53,"No","Yes","No","Roosevelt","Roosevelt","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","il","Non-South",,"Non-South",,"Non-South",,1936,,
,"Colorado","Rocky Mountain","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"Landon","Did not vote",,,53,"Yes","No","No",,"Landon","Landon","Landon","No","Non-Farm","Urban","Urban","co","Non-South",,"Non-South",,"Non-South",,1936,,
,"Colorado","Rocky Mountain","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"Landon","Did not vote",,,53,"Yes","No","No","Landon","Landon","Both candidates","Landon","No","Non-Farm","Urban","Urban","co","Non-South",,"Non-South",,"Non-South",,1936,,
,"Idaho","Rocky Mountain","Male","35-44 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","West",,"Landon","Did not vote",,,53,"Yes","Yes","No","Roosevelt","Roosevelt","Neither","Landon","No","Farm","Farm","Non-Urban","id","Non-South",,"Non-South",,"Non-South",,1936,,
,"Montana","Rocky Mountain","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","West",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","mt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Arizona","Rocky Mountain","Male","25-34 yrs","Av+","Business",,,,"Small town",,,,"Professional","Professional","West",,"Landon","Did not vote",,,53,"No","No","No","Roosevelt","Roosevelt","Roosevelt","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","az","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Female",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"Landon","Did not vote",,,53,"No","Yes","No",,,"Both candidates","Landon","No","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Female",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","35-44 yrs","Av+","Professiol",,,,"Small town",,,,"Professional","Professional","West",,"Landon","Did not vote",,,53,"No","Yes","No","Landon","Roosevelt","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","25-34 yrs","Av","Professiol",,,,"Urban",,,,"Professional","Professional","West",,"Landon","Did not vote",,,53,"No","No","No","Roosevelt","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"Landon","Did not vote",,,53,"Yes","No","No","Landon","Landon","Both candidates","Landon","No","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"Mississippi","South and Southwest","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","South",,"Landon","Did not vote",,,53,"No","Yes","No","Landon","Roosevelt","Roosevelt","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","ms","South",,"South",,"South",,1936,,
,"New Hampshire","Northeast","Male","45-54 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Hampshire","Northeast","Male","55 yrs and over","Av+","Business",,,,"Small town",,,,"Professional","Professional","Northeast",,"Landon","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Rural Non-Farm","Non-Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"Maine","Northeast","Male","25-34 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"Landon","Did not vote",,,53,"No","Yes","No","Roosevelt","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","me","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"Landon","Did not vote",,,53,"No","No","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"Landon","Did not vote",,,53,"No","Yes","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Rhode Island","Northeast","Male","55 yrs and over","Av","Business",,,,"Urban",,,,"Professional","Professional","Northeast",,"Landon","Did not vote",,,53,"Yes","No","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ri","Non-South",,"Non-South",,"Non-South",,1936,,
,"Rhode Island","Northeast","Female","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"Landon","Did not vote",,,53,"No","No","No","Landon","Landon","Landon","Landon","No","Non-Farm","Urban","Urban","ri","Non-South",,"Non-South",,"Non-South",,1936,,
,"Rhode Island","Northeast","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"Landon","Did not vote",,,53,"Yes",,"No","Roosevelt","Roosevelt","Landon","Landon","No","Non-Farm","Urban","Urban","ri","Non-South",,"Non-South",,"Non-South",,1936,,
,"South Dakota","West Central","Male","21-24 yrs",,"Other and None",,,,"Urban",,,,"Other","Not Professional","Midwest",,"Other","Did not vote",,,53,"No","Yes","No","Roosevelt","Roosevelt","Roosevelt","Lemke","No, too young to vote","Non-Farm","Urban","Urban","sd","Non-South",,"Non-South",,"Non-South",,1936,,
,"New York","Middle Atlantic","Male",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"Other","Did not vote",,,53,"Yes","Yes","No","Landon","Landon","Roosevelt","Lemke","No","Non-Farm","Urban","Urban","ny","Non-South",,"Non-South",,"Non-South",,1936,,
,"New York","Middle Atlantic","Female","35-44 yrs","Av","Professiol",,,,"Urban",,,,"Professional","Professional","Northeast",,"Other","Did not vote",,,53,"No","Yes","No","Roosevelt","Roosevelt","Neither","Other party","No","Non-Farm","Urban","Urban","ny","Non-South",,"Non-South",,"Non-South",,1936,,
